8.409901157124188842e-02 2.352218490341294599e-01 9.693480898187650796e-01 6.634209202158244389e-01
4.394719753451904465e-01 1.497615735908648382e-01 6.208329635090338305e-01 1.916521125629269129e-01
4.312212567631993343e-01 2.183820626391140829e-01 3.412546733256859310e-01 8.586138513842848097e-01
5.276096137214772996e-01 6.833265838349700250e-01 8.824902371596220485e-01 8.414678413031974058e-01
5.057772744576911617e-01 8.944312730212657936e-01 9.675261861946584663e-01 2.766725721834180085e-01
1.939800389604684483e-02 6.663393445445404684e-01 1.646151739300480976e-01 3.194612063782119593e-01
8.536856136637920311e-01 9.585736562942456240e-01 3.082612538147714298e-01 3.013476529984996377e-01
4.965053922847286749e-01 2.887974963984707433e-02 3.230329512195138086e-01 7.052177546489863946e-01
6.636391466562342467e-01 5.807486444119897007e-01 3.275210129969088335e-01 9.450091230835655498e-02
8.994993785637269701e-01 3.260042932172015906e-01 2.676441440634053093e-01 5.485469399039293315e-01
7.409408020955208229e-01 5.297370045310593190e-01 3.813847454350316468e-03 7.866769344139564746e-01
9.273742685363980387e-01 4.384754818332744497e-01 9.842813128200879058e-01 3.855689720557649025e-01
6.213225553379941868e-02 1.099946863923969564e-01 6.456588443239672515e-01 6.986615831243959684e-01
6.172290663076508421e-01 3.468696923142300381e-01 6.261551903462099222e-01 5.266907305598970135e-01
3.246067358335458231e-02 3.995650576660925157e-01 3.724913771664135620e-01 8.444598342229990839e-01
9.895928104480350429e-01 2.922897523586990287e-01 5.237862083402328173e-01 6.585499233392547724e-01
1.344760265422442203e-01 5.369915221842104236e-01 4.421620195082343052e-01 1.940275755638622979e-01
5.200631606210055491e-01 2.469442165304324144e-01 9.364429988219927781e-01 9.586778432957937524e-01
5.170940621749957611e-01 7.783299196908100015e-02 1.670408271298710057e-01 9.232739156104106115e-01
3.444543763674183801e-01 8.578875009768806015e-01 8.091964574747237959e-01 2.456356992404774564e-01
4.011934588183543315e-01 2.444247060222726198e-02 1.078019971018010503e-01 7.280693332849530464e-04
5.734770063896857950e-01 2.920153015732136481e-01 2.549348762663135037e-01 8.893921503530543005e-01
5.980660562169436423e-01 5.727456451050927377e-02 1.773922589244457670e-01 7.872297948323834227e-01
9.351496044895336590e-01 5.785428254106940171e-01 2.598388755958681573e-01 7.511123598597323481e-01
1.518770984572014315e-01 9.196997656407749355e-01 9.621902071367527398e-01 3.678099374335922489e-01
5.196815006942359094e-01 7.345313364626248065e-01 8.226095517772921140e-01 3.821999541524577770e-01
7.099701074543671719e-01 1.204818395560310895e-01 4.876759079676705744e-01 2.409526154106013118e-01
8.517705830760612384e-01 8.500997650333249611e-01 4.947155523814777967e-01 3.592777275834624362e-02
8.984682471998978182e-01 4.802025958715967491e-01 6.596700418580102587e-01 1.344604127497387447e-01
7.092042059706509249e-01 9.210206353548161529e-01 9.521586067354759209e-04 1.496833898919164296e-01
4.023952172972601327e-01 7.090846922325818591e-01 7.157317707506659632e-01 5.174914185302215142e-01
5.789687419276527969e-01 5.309382373437194769e-01 4.214578051046764529e-01 5.617321848772712789e-01
4.713808252255842213e-01 1.506635737311234902e-01 8.334999486647908240e-01 1.951138685533597705e-01
4.793264421111674833e-01 4.235784488292704264e-02 5.186913904362787653e-01 1.332293958542448697e-01
1.761065675005625275e-01 8.577349201563855274e-02 6.142646943229190803e-02 4.636192362286636337e-01
9.632157361235470505e-01 6.596178882521809284e-01 4.132505665443489962e-01 8.349347504954640620e-03
1.826466864259476131e-01 5.984379194980108396e-01 8.108479954688345703e-01 8.426020606298297855e-01
2.601473839263668264e-01 5.495330020907418511e-01 7.985650741965455435e-02 8.130233413105535378e-01
1.061536049263094306e-01 8.825657589043863771e-01 7.253365179282278419e-01 4.236796075012723151e-01
7.726278920162240604e-01 8.631056059593094076e-01 5.559287451474294039e-01 2.081455500955280424e-01
8.947583056964876214e-01 3.505712259263071839e-02 2.270751034554389092e-01 5.363272413550270734e-01
3.962590641297052407e-01 7.802374792301922657e-01 1.631664728499468975e-01 6.788781329618576166e-03
4.060078514301289632e-01 3.886841096601025836e-01 5.267618503187078138e-01 2.765711944673437950e-01
3.467212095233902502e-01 7.361055618078892193e-01 7.697788528816125186e-01 2.428774531920655511e-01
8.799974303398885311e-01 1.419766610930147666e-01 5.882882253737529155e-01 5.597750579461125975e-01
3.741605059132755429e-01 9.169143510849986356e-01 9.325073762719182646e-03 8.876817892236732455e-02
4.867903218441449464e-02 8.839893242926235573e-01 4.006846243299725385e-01 7.059985113901511289e-01
6.521945942850848610e-02 7.961533659033973587e-01 9.779354350158979692e-01 8.724212990010935531e-01
6.833017961251839356e-01 9.697693196254890680e-01 3.102206337923653079e-01 5.136074229584564055e-01
8.053645926587150727e-01 4.255919986967567903e-01 5.947231948594763340e-01 1.237473966064011055e-01
2.696839139356675963e-01 5.217152762126642251e-02 5.669273244721069194e-01 8.799949800892640228e-01
2.258715575020256994e-01 5.596162278144245494e-01 7.480372248826484549e-01 4.145391280785374333e-01
2.182946429101242369e-01 3.832323462457337682e-01 4.706197676492859250e-01 2.638064367407457755e-01
1.309152022230134493e-01 9.756116693322334221e-01 7.348990003890349954e-01 7.282074539641477662e-01
7.998500912377186634e-01 2.074138384930955814e-01 9.957968979933259357e-01 8.711623376347297221e-01
8.647771903338834498e-01 9.129054394671931583e-03 6.927232537314800265e-01 4.839265910931002113e-01
5.692330449280428306e-01 4.292850245898690575e-01 7.631709552875548530e-01 2.583375842517624532e-01
4.854544724789289223e-01 7.406872678719146341e-01 6.403416852539126625e-01 6.004263882414638820e-01
2.765898842498135668e-01 5.332559622182908576e-01 5.557537314424009223e-01 3.774023970079497525e-01
3.982375795348831460e-01 7.332052919532864310e-01 3.378212286876909332e-01 5.745647932525468349e-01
6.043014087337337248e-01 2.854923404745722815e-01 3.193579482455077834e-01 5.105394290696191328e-01
9.736009526314205464e-01 1.298259681695324019e-02 9.115865130751550360e-01 1.675406324641159905e-02
3.106258170895224158e-01 4.485605014643261335e-01 5.138051989172532918e-01 5.010814306838067278e-01
